,bedrooms,bathrooms,lat,lng,since_built_year,no_of_units,area_size,since_listing_month,price
6462,3,5.0,1.3036862120666202,103.825629004285,92.0,54.0,2207.0,3,10546800.0
6463,1,1.0,1.31544838531983,103.84035484146798,9.0,147.0,657.0,4,1705000.0
6464,1,1.0,1.2914248297393,103.844383363038,9.0,696.0,409.0,4,1064800.0
6465,2,2.0,1.30042006162394,103.845957552922,8.0,118.0,883.0,6,2310000.0
6466,3,3.0,1.29906600768056,103.832068608699,11.0,53.0,1754.0,5,4370300.0
6467,3,2.0,1.2914248297393,103.844383363038,9.0,696.0,1313.0,4,4332900.0
6468,3,2.0,1.31524305277799,103.943356091784,17.0,30.0,1109.0,6,1980000.0
6469,3,3.0,1.32117464442309,103.954787463114,19.0,160.0,1356.0,4,2365000.0
6470,1,1.0,1.37861654539376,103.762615523169,5.0,546.0,463.0,5,913000.0
6471,2,2.0,1.31173462254903,103.87881521885,25.0,218.0,947.0,6,1210000.0
6472,1,1.0,1.27516997523174,103.844496312645,15.0,646.0,570.0,4,1265000.0
6473,3,2.0,1.36721446874555,103.886695353899,92.0,1410.0,1012.0,4,1687400.0
6474,1,1.0,1.29446098581955,103.8276209036,8.0,121.0,452.0,3,987800.0
6475,3,2.0,1.33990853882395,103.767523150763,62.0,466.4,1119.0,6,2186800.0
6476,1,1.0,1.3365299408777,103.865336019055,-1.0,729.0,506.0,4,962500.0
6478,1,1.0,1.31250268727998,103.880368117228,7.0,88.0,366.0,8,660000.0
6479,3,2.0,1.30995536672455,103.895320431933,20.0,56.0,1152.0,7,2420000.0
6481,2,2.0,1.29916295967817,103.857859536947,5.0,660.0,818.0,6,2200000.0
6482,3,3.0,1.3791806489474698,103.903044189294,6.0,920.0,1109.0,9,1417800.0
6485,4,3.0,1.31568887219293,103.832317948898,1.0,52.0,1496.0,4,4353800.0
6486,2,1.0,1.34013731823673,103.768787031514,62.0,466.4,603.0,7,1369500.0
6487,1,1.0,1.33990853882395,103.767523150763,62.0,928.0,474.0,4,1028500.0
6488,3,2.0,1.31568887219293,103.832317948898,62.0,52.0,1249.0,4,3916000.0
6489,3,2.0,1.3182475031588703,103.762081253712,5.0,755.0,915.0,12,1815000.0
6490,1,1.0,1.38718841691871,103.869337214926,8.0,319.0,603.0,4,825000.0
6492,2,2.0,1.34856753039649,103.926675325727,8.0,696.0,786.0,6,907500.0
6493,3,2.0,1.4401512884871297,103.82780133663,92.0,448.0,958.0,3,1416800.0
6495,3,2.0,1.26816216653267,103.814379904552,11.0,1129.0,1711.0,5,3300000.0
6496,4,5.0,1.32443944546798,103.929515760461,7.0,583.0,2637.0,6,4048000.0
6497,2,2.0,1.33161839267294,103.794252400987,1.0,285.0,667.0,3,1966800.0
6498,4,5.0,1.32362413503101,103.806909004363,15.0,62.0,2185.0,6,4763000.0
6499,3,2.0,1.37305038178647,103.902039407109,18.0,716.0,1248.0,5,1130800.0
6500,2,1.0,1.30070393376469,103.86186108134198,8.0,360.0,1087.0,6,2263800.0
6501,3,2.0,1.27708340707631,103.849181343548,5.0,510.0,1356.0,9,3190000.0
6503,5,3.0,1.32751838640442,103.849853998922,10.0,65.0,1507.0,3,2530000.0
6504,4,5.0,1.31809073406194,103.831076582966,37.0,30.0,5821.0,4,15268000.0
6505,4,3.0,1.31919648268012,103.761179518517,5.0,1468.0,1238.0,4,2249500.0
6506,4,3.0,1.3182475031588703,103.762081253712,5.0,755.0,1519.0,5,1951400.0
6507,1,3.0,1.34503342838494,103.946749425598,62.0,2203.0,463.0,4,1727000.0
6508,4,2.0,1.31264956890401,103.794954717761,3.0,69.0,1345.0,3,3916000.0
6509,2,2.0,1.30521073390523,103.788340566447,11.0,366.0,1302.0,4,2222000.0
6510,4,4.0,1.36072213299624,103.969618251189,92.0,276.0,1410.0,3,2200000.0
6511,2,2.0,1.3928362346209402,103.87967806826,7.0,521.0,743.0,4,957000.0
6512,2,1.0,1.27080232761978,103.813815534131,8.0,141.0,818.0,4,1595000.0
6513,3,3.0,1.31007777132439,103.857532917161,14.0,910.0,1195.0,5,2541000.0
6514,2,1.0,1.30656346400868,103.8213284336,-1.0,101.0,646.0,4,2429900.0
6515,3,2.0,1.33780921329804,103.930957548361,10.0,437.0,1313.0,6,1815000.0
6516,4,5.0,1.34174041054666,103.953414624264,8.0,301.0,1647.0,11,2420000.0
6517,3,3.0,1.3131227003568,103.857656215109,17.0,481.0,1270.0,4,1958000.0
6518,3,2.0,1.2763901192721498,103.830271330171,92.0,1074.0,947.0,4,2244000.0
6519,2,1.0,1.32966209509728,103.769098120109,92.0,660.0,700.0,3,1543300.0
6520,3,4.0,1.26816216653267,103.814379904552,11.0,1129.0,2121.0,4,4620000.0
6521,3,2.0,1.27708340707631,103.849181343548,5.0,510.0,1755.0,6,4092000.0
6522,3,2.0,1.43919858389734,103.829104449216,92.0,448.0,958.0,3,1529000.0
6523,1,1.0,1.2863091960681798,103.792702828649,52.0,1862.0,527.0,3,1040600.0
6524,4,4.0,1.34553420682452,103.880737418528,1.0,80.0,1970.0,4,3740000.0
6525,3,2.0,1.36721446874555,103.886695353899,92.0,1410.0,936.0,4,1653300.0
6526,3,3.0,1.2983271637053,103.893447598793,1.0,56.0,1861.0,3,5379000.0
6527,3,2.0,1.31675718224416,103.783239125241,-1.0,466.4,1464.0,4,3126200.0
6528,3,2.0,1.4474705918037098,103.829031004211,62.0,496.0,947.0,4,1089000.0
6529,4,4.0,1.28749505390492,103.793610594541,52.0,1862.0,1313.0,4,2544300.0
6530,3,2.0,1.34478691681927,103.878778848783,37.0,250.0,850.0,4,1949200.0
6531,1,1.0,1.3450158758703998,103.769771109783,62.0,258.0,463.0,3,900500.0
6532,2,2.0,1.29474075956073,103.836583709306,8.0,376.0,829.0,4,2530000.0
6533,3,3.0,1.32857692357307,103.946676464945,10.0,297.0,1195.0,6,1760000.0
6534,3,3.0,1.3655707838852,103.77504908361,92.0,460.0,1141.0,4,2081600.0
6536,1,1.0,1.35231665677767,103.850719244155,6.0,694.0,495.0,6,1166000.0
6537,4,4.0,1.29942281142325,103.834776774582,11.0,68.0,2594.0,5,7704200.0
6539,4,4.0,1.2491880047863502,103.846314134924,16.0,200.0,3100.0,12,5005000.0
6540,2,2.0,1.27708340707631,103.849181343548,5.0,510.0,947.0,9,2068000.0
6541,2,2.0,1.3371448743867198,103.930648407185,10.0,437.0,947.0,5,1430000.0
6542,2,2.0,1.34140972952727,103.953549400762,8.0,301.0,883.0,8,1375000.0
6543,3,2.0,1.2972729466104298,103.838940257017,6.0,76.0,2422.0,4,7695600.0
6544,5,5.0,1.31083945362027,103.828325367461,8.0,156.0,6458.0,5,39462500.0
6545,2,1.0,1.32713313560276,103.948931009877,6.0,726.0,700.0,6,1097800.0
6546,1,1.0,1.35721570859393,103.830970608366,6.0,445.0,495.0,3,913000.0
6547,3,3.0,1.32149168067226,103.811629520047,11.0,42.0,1690.0,6,3718000.0
6548,2,2.0,1.31351026234071,103.848372065079,8.0,46.0,646.0,4,1306800.0
6549,2,2.0,1.3684962817223605,103.970019150268,37.0,362.0,1000.0,6,1045000.0
6550,1,1.0,1.33555731797921,103.742416815373,6.0,738.0,474.0,3,1020800.0
6551,5,3.0,1.28404487854559,103.842590753293,50.0,291.0,1173.0,6,1533100.0
6552,3,2.0,1.3156928164723998,103.841615456446,6.0,180.0,1378.0,4,2805000.0
6553,4,3.0,1.31270763418218,103.904671198022,1.0,17.0,1335.0,4,2585000.0
6554,2,2.0,1.2934966639073,103.8381049101,1.0,450.0,883.0,3,2750000.0
6555,2,2.0,1.38845251403045,103.896379886373,7.0,622.0,1000.0,5,1133000.0
6556,3,3.0,1.27461794103822,103.844319553688,8.0,280.0,1561.0,4,4703600.0
6557,2,2.0,1.3156928164723998,103.841615456446,6.0,180.0,775.0,6,2177900.0
6558,1,1.0,1.4286858371232598,103.785732891763,8.0,689.0,431.0,4,638000.0
6559,3,2.0,1.3971287294586203,103.892537329675,92.0,548.0,926.0,3,1031800.0
6560,3,2.0,1.27929478959373,103.850552555075,11.0,341.0,1572.0,7,3025000.0
6561,1,1.0,1.33990856202052,103.767855539232,62.0,466.4,495.0,4,1146200.0
6562,4,5.0,1.29298775382221,103.851046829843,6.0,39.0,3003.0,4,9736700.0
6563,2,2.0,1.31630295042462,103.820262112702,-1.0,466.4,800.0,3,2827000.0
6567,1,1.0,1.31096764702187,103.906266733963,7.0,51.0,506.0,6,990000.0
6568,3,2.0,1.29647219511777,103.891034649257,92.0,200.0,883.0,4,2627800.0
6569,2,1.0,1.30062300223401,103.846766553608,4.0,188.0,592.0,4,1689300.0
6570,3,3.0,1.31941278190941,103.8794959606,62.0,566.0,980.0,4,1719300.0
6571,2,2.0,1.28617084485828,103.839567626644,2.0,396.0,764.0,3,1856800.0
6572,2,2.0,1.3123621720005,103.793301226982,92.0,296.0,797.0,4,2186200.0
6573,2,2.0,1.27671498507474,103.853326932298,5.0,1042.0,1119.0,4,2805000.0
6574,3,2.0,1.29850522262382,103.857088439281,92.0,558.0,1066.0,3,3283500.0
6575,1,1.0,1.32580825364563,103.812516919467,8.0,69.0,797.0,7,1317800.0
6576,5,3.0,1.30037788649789,103.899209385261,36.0,592.0,2045.0,4,5280000.0
6577,2,2.0,1.3382224855350802,103.781375965144,33.0,215.0,735.0,4,1534500.0
6578,1,1.0,1.27426245685335,103.846025087372,12.0,168.0,624.0,5,1317800.0
6580,3,2.0,1.30993670825951,103.852395529501,5.0,18.0,1066.0,4,1741300.0
6581,3,3.0,1.3160741294741798,103.891092837354,20.0,112.0,1432.0,6,1430000.0
6582,4,4.0,1.39775105265573,103.892016537214,92.0,548.0,1389.0,4,1595000.0
6583,4,4.0,1.24297424636053,103.839164641252,11.0,124.0,3412.0,6,7037300.0
6585,3,3.0,1.31785682801887,103.840048141378,8.0,64.0,1410.0,6,3608000.0
6586,3,3.0,1.29980838493639,103.898492758597,1.0,92.0,1216.0,3,2860000.0
6587,3,2.0,1.31286882753397,103.802964028408,62.0,638.0,958.0,3,2818200.0
6588,1,1.0,1.34478691681927,103.878778848783,37.0,250.0,463.0,4,1078000.0
6589,3,2.0,1.33161839267294,103.794252400987,62.0,285.0,980.0,3,2794000.0
6590,3,2.0,1.2952856447523702,103.838567440302,62.0,51.0,947.0,3,2664200.0
6591,3,3.0,1.3455376872680402,103.881006170094,1.0,80.0,1227.0,3,2836700.0
6592,3,3.0,1.31351026234071,103.848372065079,8.0,46.0,1184.0,6,1760000.0
6593,1,1.0,1.29573433474414,103.806030198974,5.0,845.0,441.0,7,1155000.0
6594,2,2.0,1.34553420682452,103.880737418528,1.0,80.0,710.0,3,1648900.0
6595,2,2.0,1.27426245685335,103.846025087372,12.0,168.0,678.0,5,1364200.0
6596,2,2.0,1.2989747453588998,103.899038172699,62.0,144.0,743.0,4,1840300.0
6597,2,2.0,1.29434105060757,103.828440282424,7.0,248.0,678.0,6,1749000.0
6598,2,2.0,1.35823032280321,103.965573132382,92.0,428.0,678.0,4,988900.0
6599,2,2.0,1.3388489988881498,103.871424136458,62.0,667.0,743.0,4,1926100.0
6600,3,2.0,1.4180713949583403,103.84790678249,6.0,420.0,1130.0,4,1320000.0
6601,3,3.0,1.31961486592659,103.845969245127,62.0,87.0,861.0,4,2186800.0
6602,3,2.0,1.33555731797921,103.742416815373,6.0,738.0,893.0,9,1848000.0
6603,1,1.0,1.31194123539368,103.803261293524,62.0,638.0,538.0,4,1501500.0
6604,2,2.0,1.279625798918,103.854987203774,12.0,428.0,1055.0,5,3245000.0
6605,2,2.0,1.31711023904743,103.837956844749,-1.0,70.0,700.0,4,2080100.0
6606,1,1.0,1.33990853882395,103.767523150763,62.0,466.4,474.0,5,1082400.0
6607,3,2.0,1.38212732205044,103.892489636473,-1.0,680.0,936.0,4,1676900.0
6608,1,1.0,1.35243217360405,103.88125621124,9.0,1145.0,560.0,9,833800.0
6610,2,2.0,1.35941809852708,103.965393923725,19.0,299.0,1119.0,4,1452000.0
6611,3,3.0,1.31083945362027,103.828325367461,8.0,156.0,1582.0,4,5368000.0
6612,3,2.0,1.30343844307623,103.847611505264,12.0,40.0,1884.0,4,3278000.0
6613,3,2.0,1.37017075252236,103.899998611766,22.0,1472.0,915.0,4,1397000.0
6614,2,1.0,1.3038637152313102,103.904881841036,6.0,124.0,731.0,6,1980000.0
6616,2,2.0,1.3156928164723998,103.841615456446,6.0,180.0,926.0,4,2056000.0
6617,2,2.0,1.29438518375248,103.8560297971,6.0,190.0,797.0,4,2013000.0
6618,1,1.0,1.26489010829928,103.816454088109,6.0,366.0,570.0,4,1595000.0
6619,4,5.0,1.3049543207656202,103.827627471264,-1.0,154.0,2756.0,3,11000000.0
6620,3,3.0,1.34367677730896,103.769064363268,24.0,31.0,1302.0,3,2147200.0
6621,4,5.0,1.25004849376758,103.846319306506,16.0,200.0,3089.0,5,4417300.0
6622,1,1.0,1.31283039144925,103.841544287772,92.0,120.0,549.0,4,1651100.0
6623,3,4.0,1.31141379857615,103.83596636492202,10.0,56.0,2758.0,5,8533800.0
6624,4,4.0,1.29715028260158,103.831958223359,46.0,92.0,1539.0,11,4461600.0
6625,1,1.0,1.29573433474414,103.806030198974,5.0,845.0,463.0,5,1006500.0
6626,3,3.0,1.29293391960903,103.833590038162,9.0,97.0,1738.0,3,6578000.0
6629,3,4.0,1.30644832933558,103.838413078586,18.0,118.0,1690.0,6,4268000.0
6630,2,1.0,1.3297125646108705,103.796996065203,62.0,476.0,646.0,4,1600500.0
6631,4,4.0,1.29850522262382,103.857088439281,92.0,558.0,1442.0,4,4188800.0
6632,3,2.0,1.29087074155662,103.770066563415,6.0,148.0,1563.0,3,2640000.0
6633,3,2.0,1.4271730204268198,103.836266579618,4.0,920.0,872.0,4,1518000.0
6634,3,2.0,1.28749505390492,103.793610594541,52.0,1862.0,1066.0,3,2016300.0
6635,3,3.0,1.29262743689233,103.825615292632,-1.0,466.4,1292.0,5,2860000.0
6636,1,1.0,1.28749505390492,103.793610594541,52.0,1862.0,527.0,4,968000.0
6637,1,1.0,1.3382224855350802,103.781375965144,4.0,215.0,570.0,3,1305700.0
6639,2,3.0,1.30656259650495,103.837800731046,11.0,140.0,1281.0,3,3608000.0
6640,3,4.0,1.29141779825148,103.840553123026,16.0,201.0,1959.0,6,4268000.0
6642,4,4.0,1.37017075252236,103.899998611766,22.0,1472.0,1496.0,4,2310000.0
6644,3,3.0,1.26682103615544,103.81330121467,11.0,1129.0,1711.0,4,3520000.0
6645,1,1.0,1.31099855930995,103.861155186704,10.0,36.0,365.0,4,682000.0
6646,4,4.0,1.3129443237366598,103.855634735092,1.0,116.0,1550.0,6,2860000.0
6647,3,2.0,1.2763901192721498,103.830271330171,92.0,1074.0,947.0,4,2363900.0
6648,3,3.0,1.37379483298163,103.940157628255,17.0,453.0,1292.0,7,1760000.0
6649,4,3.0,1.34047509435306,103.71675601695298,39.0,304.0,1885.0,6,1650000.0
6651,3,3.0,1.30914345592949,103.83757966118,12.0,70.0,2142.0,6,4950000.0
6652,2,2.0,1.40717651212161,103.90303963124398,5.0,992.0,806.0,6,1430000.0
6653,2,2.0,1.38653998627,103.869207772374,7.0,276.0,840.0,6,1173700.0
6654,4,4.0,1.35521095284251,103.966422045067,7.0,501.0,1539.0,3,1859000.0
6655,1,1.0,1.32580825364563,103.812516919467,8.0,69.0,474.0,3,968000.0
6656,3,2.0,1.39184675107192,103.913039039387,6.0,530.0,1012.0,7,1375000.0
6657,2,1.0,1.31169308156397,103.896306665361,8.0,120.0,1044.0,3,1472800.0
6658,3,2.0,1.3233075191121102,103.909620521884,10.0,16.0,1022.0,4,1941000.0
6659,1,1.0,1.31131219787605,103.882972095616,-1.0,137.0,495.0,4,1048300.0
6660,5,4.0,1.33954520418255,103.951022111706,23.0,684.0,2315.0,4,2079000.0
6661,1,1.0,1.37033365760834,103.946520522372,5.0,912.0,484.0,6,660000.0
6663,3,3.0,1.3049543207656202,103.827627471264,12.0,154.0,1776.0,4,6853600.0
6664,1,1.0,1.30580609670053,103.833059609864,11.0,338.0,624.0,8,2101000.0
6665,2,1.0,1.2972590729906102,103.831023686317,46.0,540.0,603.0,4,1846900.0
6667,3,2.0,1.3162773675544,103.845724040655,1.0,71.0,936.0,4,2328700.0
6668,2,2.0,1.33990853882395,103.767523150763,62.0,928.0,743.0,4,1633500.0
6669,3,4.0,1.31643954588459,103.833183835473,48.0,31.0,2530.0,7,5115000.0
6670,5,3.0,1.28404487854559,103.842590753293,50.0,291.0,1173.0,4,1540000.0
6671,1,1.0,1.3797270915801698,103.760191017381,8.0,338.0,614.0,6,803000.0
6672,2,2.0,1.3156928164723998,103.841615456446,6.0,180.0,1539.0,14,3382500.0
6673,2,2.0,1.37234519149636,103.949805421214,-1.0,466.4,680.0,4,1089000.0
6674,3,2.0,1.31356614088715,103.803217953455,62.0,638.0,958.0,3,2928200.0
6675,2,3.0,1.30856935497057,103.824738483864,14.0,30.0,2164.0,6,7379200.0
6676,2,1.0,1.3184692021333202,103.828143736822,7.0,134.0,549.0,6,1573000.0
6678,1,1.0,1.34523265795055,103.879382616118,37.0,250.0,463.0,4,1053800.0
6679,4,4.0,1.36286208839026,103.763433915546,92.0,564.0,1259.0,3,2120800.0
6680,2,2.0,1.3156928164723998,103.841615456446,6.0,180.0,775.0,4,1941500.0
6681,2,3.0,1.35212089071653,103.756704783563,23.0,645.0,1023.0,4,1034000.0
6682,2,2.0,1.32452673270388,103.929880866516,7.0,583.0,689.0,4,1430000.0
6683,3,3.0,1.32974206632152,103.945670424231,13.0,556.0,1227.0,5,1738000.0
6686,2,1.0,1.2984373006061298,103.884408021083,6.0,130.0,570.0,8,1540000.0
6687,3,3.0,1.3466949016925902,103.755922806101,19.0,248.0,1206.0,4,1408000.0
6688,1,1.0,1.29916295967817,103.857859536947,5.0,660.0,710.0,11,1680800.0
6689,1,1.0,1.37350295229758,103.948184929877,92.0,487.0,441.0,4,770000.0
6691,1,1.0,1.3385283919605702,103.781770832092,33.0,215.0,495.0,4,1100000.0
6692,4,3.0,1.2808517227191698,103.790629794944,62.0,548.0,1518.0,3,3115200.0
6694,2,2.0,1.279625798918,103.854987203774,12.0,428.0,1055.0,6,2948000.0
6695,3,3.0,1.2738629435052,103.843710484506,62.0,351.0,1421.0,4,3696000.0
6696,3,2.0,1.29850522262382,103.857088439281,92.0,558.0,1066.0,4,3130600.0
6697,4,3.0,1.26816216653267,103.814379904552,11.0,1129.0,3800.0,7,8500800.0
6698,3,2.0,1.38915074349074,103.870336091468,6.0,496.0,980.0,4,1100000.0
6699,3,4.0,1.30843615423188,103.828596763934,8.0,84.0,1787.0,4,6710000.0
6701,1,1.0,1.31250268727998,103.880368117228,7.0,88.0,366.0,9,638000.0
6702,3,4.0,1.3708890896953505,103.899645157027,-1.0,1472.0,1109.0,3,1414600.0
6703,1,1.0,1.3757753187913502,103.902561278398,7.0,493.0,624.0,6,935000.0
6704,1,1.0,1.29474611826682,103.806830290183,2.0,736.0,441.0,4,1053800.0
6705,3,3.0,1.28070938808957,103.785323249072,14.0,88.0,1658.0,4,2602600.0
6706,1,1.0,1.2896097164683,103.841276389346,23.0,492.0,743.0,4,1298000.0
6708,3,2.0,1.37120910726776,103.776854712827,6.0,483.0,990.0,5,1650000.0
6709,3,2.0,1.33990853882395,103.767523150763,62.0,928.0,947.0,4,2035000.0
6710,2,2.0,1.2896097164683,103.841276389346,23.0,492.0,969.0,5,1661000.0
6711,2,2.0,1.3160050551377,103.852068216051,13.0,13.0,818.0,6,1100000.0
6712,3,3.0,1.32550014170954,103.882891463503,-1.0,265.0,883.0,3,1815000.0
6715,2,3.0,1.2972729466104298,103.838940257017,6.0,76.0,1841.0,7,5559400.0
6716,5,6.0,1.37861654539376,103.762615523169,5.0,546.0,2616.0,5,3058000.0
6717,2,2.0,1.27671498507474,103.853326932298,5.0,1042.0,1173.0,4,3236200.0
6718,4,5.0,1.3249877767463898,103.928612366312,7.0,583.0,2637.0,3,4048000.0
6719,1,2.0,1.3130616127338102,103.80464762708598,12.0,85.0,463.0,3,1243000.0
6720,2,1.0,1.2763901192721498,103.830271330171,92.0,1074.0,657.0,4,1568600.0
6721,1,1.0,1.32724601819998,103.944104090041,6.0,582.0,441.0,3,770000.0
6722,4,3.0,1.30144527961978,103.829868247018,14.0,110.0,1496.0,4,4378000.0
6723,5,4.0,1.37591819779032,103.958797848133,6.0,495.0,1614.0,5,1900800.0
6724,1,1.0,1.32114652933088,103.841550400671,7.0,55.0,463.0,6,1199000.0
6725,4,6.0,1.29962978981916,103.898114344383,5.0,109.0,5059.0,3,8456800.0
6726,4,3.0,1.37591819779032,103.958797848133,6.0,495.0,1281.0,4,1540000.0
6727,1,1.0,1.3305625038871298,103.86788498045,92.0,85.0,474.0,4,1064800.0
6728,3,2.0,1.33102936528877,103.767519926051,92.0,660.0,861.0,7,1624700.0
6729,3,3.0,1.43060312864496,103.786524230753,17.0,478.0,1324.0,4,1265000.0
6730,3,2.0,1.31640485669867,103.887906763671,8.0,1399.0,958.0,6,1529000.0
6731,1,1.0,1.2772242561628302,103.853694940241,5.0,1042.0,743.0,5,2095500.0
6732,3,2.0,1.33874811788053,103.850881932323,3.0,578.0,947.0,6,1793000.0
6735,3,4.0,1.30361391565827,103.829242156982,12.0,46.0,1905.0,4,5280000.0
6736,3,2.0,1.3160902186364198,103.802300019532,8.0,1715.0,1357.0,12,2750000.0
6737,3,3.0,1.3036862120666202,103.825629004285,92.0,54.0,2207.0,4,10742600.0
6738,2,1.0,1.3206143005536102,103.75329091331498,3.0,752.0,603.0,13,988900.0
6740,2,2.0,1.31031351887248,103.897656283853,6.0,33.0,775.0,6,1419000.0
6741,3,3.0,1.3455376872680402,103.881006170094,1.0,80.0,1291.0,4,2725800.0
6742,3,3.0,1.2808517227191698,103.790629794944,62.0,548.0,1044.0,4,2313300.0
6743,2,2.0,1.33990853882395,103.767523150763,62.0,466.4,570.0,5,1427800.0
6744,2,2.0,1.31283039144925,103.841544287772,92.0,120.0,872.0,4,2493700.0
6745,2,2.0,1.33848269211186,103.86884654560998,1.0,805.0,872.0,3,1815000.0
6746,2,1.0,1.2972590729906102,103.831023686317,46.0,540.0,614.0,4,1740200.0
6747,2,2.0,1.2925474763305,103.821082612735,3.0,663.0,765.0,3,1815000.0
6748,2,2.0,1.34120980441122,103.956288849924,10.0,646.0,1000.0,7,1320000.0
6749,2,2.0,1.30037788649789,103.899209385261,36.0,592.0,700.0,4,1790800.0
6751,1,1.0,1.27671498507474,103.853326932298,5.0,1042.0,731.0,6,1647800.0
6752,3,2.0,1.31671012798955,103.911427920628,92.0,31.0,980.0,3,1881000.0
6753,5,5.0,1.37954300849291,103.865149792346,-1.0,466.4,4300.0,3,3828000.0
6754,3,3.0,1.36015764334241,103.965165224191,27.0,347.0,1323.0,4,1650000.0
6755,3,3.0,1.35595584509131,103.761669162181,8.0,214.0,1227.0,4,2090000.0
6756,3,3.0,1.32449721645123,103.846222526379,16.0,73.0,1324.0,5,2431000.0
6757,1,1.0,1.3769729039412502,103.751272385118,4.0,1327.0,495.0,4,638000.0
6759,1,1.0,1.2772242561628302,103.853694940241,5.0,1042.0,775.0,5,1738000.0
6760,1,1.0,1.43062955077039,103.783933218288,7.0,337.0,529.0,10,844800.0
6761,3,4.0,1.29577106313498,103.842570885216,12.0,176.0,1981.0,3,5258000.0
6762,4,3.0,1.27671498507474,103.853326932298,5.0,1042.0,2045.0,5,6837800.0
6763,5,4.0,1.30891243803731,103.76705513582,92.0,640.0,1690.0,4,2788500.0
6764,1,1.0,1.30579942966172,103.833074706219,11.0,338.0,635.0,3,2447400.0
6765,2,2.0,1.24374486501866,103.842511120502,12.0,264.0,1216.0,4,2420000.0
6766,4,5.0,1.31710864057354,103.842743087159,8.0,175.0,4898.0,11,8520600.0
6767,2,1.0,1.29916779999053,103.83342756799,7.0,462.0,1055.0,5,3410000.0
6768,2,1.0,1.2766295341073302,103.829105212029,92.0,1074.0,657.0,3,1637900.0
6769,1,1.0,1.34569360134293,103.769862628576,62.0,258.0,463.0,3,869000.0
6770,3,3.0,1.38410244227921,103.892705526466,-1.0,680.0,963.0,3,1786900.0
6772,3,2.0,1.35734285723974,103.880518888518,10.0,10.0,1249.0,4,1650000.0
6773,1,1.0,1.28076943504219,103.852658562152,14.0,1111.0,678.0,5,1430000.0
6774,3,3.0,1.38915074349074,103.870336091468,6.0,496.0,1001.0,4,1320000.0
6776,2,3.0,1.2772242561628302,103.853694940241,5.0,1042.0,1141.0,7,2673100.0
6777,2,2.0,1.36997909925567,103.94576415631398,7.0,892.0,732.0,4,990000.0
6778,1,1.0,1.2956665859268002,103.82885975081,4.0,33.0,441.0,4,1137400.0
6779,2,2.0,1.31782799598861,103.851970497394,6.0,106.0,603.0,4,1298000.0
6781,2,3.0,1.35212089071653,103.756704783563,23.0,645.0,1023.0,5,1012000.0
6782,1,1.0,1.2746439780471102,103.844741587315,8.0,360.0,398.0,4,1054800.0
6783,2,2.0,1.3455376872680402,103.881006170094,1.0,80.0,699.0,3,1688800.0
6785,2,2.0,1.29205481713546,103.805546433928,1.0,1259.0,736.0,3,1782000.0
6787,3,3.0,1.29438518375248,103.8560297971,6.0,190.0,1787.0,7,6248000.0
6788,3,3.0,1.39135111898229,103.895997534531,20.0,536.0,1325.0,3,1540000.0
6789,2,1.0,1.3325977226462802,103.886654330662,7.0,176.0,797.0,6,1424500.0
6790,4,4.0,1.28034497999593,103.852143277672,9.0,221.0,2067.0,5,5500000.0
6791,3,2.0,1.44806706421733,103.827753229978,-1.0,413.0,883.0,4,997700.0
6793,1,1.0,1.34478691681927,103.878778848783,37.0,250.0,463.0,4,1092300.0
6794,1,1.0,1.28617084485828,103.839567626644,2.0,396.0,517.0,4,1258400.0
6795,3,3.0,1.3462458120539098,103.756178960696,19.0,248.0,1206.0,4,1408000.0
6796,4,4.0,1.30557829834877,103.838140768626,18.0,248.0,1980.0,4,5060000.0
6797,1,2.0,1.2914248297393,103.844383363038,9.0,696.0,484.0,4,1760000.0
6798,3,2.0,1.3757753187913502,103.902561278398,7.0,493.0,1238.0,6,1408000.0
6800,3,3.0,1.3071348097106898,103.822118776986,20.0,77.0,1464.0,5,3408900.0
6801,2,2.0,1.34579628007765,103.880801954328,1.0,80.0,710.0,3,1639300.0
6802,2,1.0,1.32757874597986,103.944195009414,6.0,582.0,1044.0,4,1523500.0
6803,2,1.0,1.31641321892509,103.757451263299,6.0,136.0,635.0,4,1188000.0
6804,4,3.0,1.38410244227921,103.892705526466,-1.0,680.0,1324.0,4,2380400.0
6805,1,2.0,1.3053498941342,103.784318660605,25.0,686.0,1249.0,4,1408000.0
6806,3,2.0,1.2953563795157,103.828940785646,52.0,24.0,1163.0,6,1978900.0
6809,2,2.0,1.35254238674324,103.851716848542,7.0,509.0,890.0,3,1639000.0
6810,3,3.0,1.33161839267294,103.794252400987,1.0,285.0,1076.0,4,3223000.0
6811,4,3.0,1.29973842527722,103.825868093023,11.0,110.0,2842.0,4,13106100.0
6812,1,3.0,1.36995099275208,103.872312298956,-1.0,1052.0,1152.0,6,1815000.0
6814,4,4.0,1.27671498507474,103.853326932298,5.0,1042.0,2034.0,6,7655800.0
6815,2,2.0,1.35368823040023,103.876444615904,8.0,198.0,958.0,5,1430000.0
6816,4,3.0,1.3004682373456,103.899919640176,36.0,592.0,1572.0,4,3829500.0
6817,1,1.0,1.31060237610127,103.893263790865,11.0,28.0,517.0,6,845900.0
6818,3,2.0,1.37350295229758,103.948184929877,92.0,487.0,1023.0,3,1980000.0
6819,3,3.0,1.2976926630287,103.89444607007,24.0,504.0,1668.0,6,3027200.0
6820,1,1.0,1.28401388660814,103.829756642021,4.0,500.0,506.0,3,1287000.0
